title,score_phrase,score,genre,editors_choice
Final Fantasy IX,Amazing,9.2,RPG,Y
Hitman: Codename 47,Good,7.5,Action,N
The Lion King: Simba's Mighty Adventure,Great,8.0,Platformer,N
Neo Golden Logress: Littlewing Solid State Pinball,Painful,2.0,Pinball,N
Tomb Raider Chronicles,Mediocre,5.8,"Action, Adventure",N
Power Spike Pro Beach Volleyball,Okay,6.5,Sports,N
Counter-Strike,Great,8.9,Shooter,Y
Napple Tale: Arsia in Daydream,Amazing,9.3,"Action, Adventure",Y
Mia Hamm Soccer 64,Bad,4.8,Sports,N
Tiger Woods PGA Tour Golf,Okay,6.7,Sports,N
Lunar 2: Eternal Blue Complete,Great,8.0,RPG,N
Dream Studio,Great,8.3,Other,N
MechWarrior 4: Vengeance,Amazing,9.0,Simulation,Y
Looney Tunes: Space Race,Amazing,9.0,Action,Y
The Jungle Book Rhythm N' Groove,Bad,4.0,Action,N
Blade,Good,7.0,Action,N
Scooby-Doo: Classic Creep Capers,Bad,4.8,Adventure,N
102 Dalmatians: Puppies to the Rescue,Good,7.0,Action,N
LEGO Alpha Team,Okay,6.0,Puzzle,N
American McGee's Alice,Amazing,9.4,Action,Y
Evil Dead: Hail to the King,Bad,4.5,Adventure,N
Breath of Fire IV,Great,8.2,RPG,N
The Emperor's New Groove,Okay,6.5,Adventure,N
Harvest Moon GBC 2,Good,7.0,RPG,N
Blair Witch Volume 3: The Elly Kedward Tale,Okay,6.8,Action,N
Supercross 2001,Good,7.0,Racing,N
Dragon Valor,Okay,6.5,RPG,N
Carmageddon 3: TDR 2000,Mediocre,5.8,Racing,N
Gunman Chronicles,Good,7.0,Action,N
Wheel of Fortune 2nd Edition,Okay,6.9,Trivia,N
Fisher-Price: Rescue Heroes: Billy Blazes,Bad,4.0,Action,N
Star Trek: Deep Space Nine: The Fallen,Good,7.8,Action,N
Tonka Space Station,Awful,3.0,Adventure,N
Mort the Chicken,Painful,2.5,Adventure,N
The Grinch,Amazing,9.0,Action,Y
The Powerpuff Girls: Bad Mojo Jojo,Mediocre,5.0,Action,N
Grandia II,Amazing,9.2,RPG,Y
In the Line of Duty: Firefighter,Awful,3.6,Action,N
Vanishing Point,Great,8.6,Racing,N
Duke Nukem: Land of the Babes,Bad,4.0,Action,N
Nicktoons Racing,Awful,3.0,Racing,N
Bugs Bunny & Taz: Time Busters,Good,7.9,Platformer,N
F1 Championship Season 2000,Good,7.9,Racing,N
JetFighter IV: Fortress America,Okay,6.0,"Flight, Simulation",N
NASCAR Racers,Mediocre,5.0,Racing,N
NCAA March Madness 2001,Great,8.4,Sports,Y
Giants: Citizen Kabuto,Amazing,9.2,Action,Y
Test Drive 2001,Okay,6.0,Racing,N
MTV Sports: T.J. Lavin's Ultimate BMX,Awful,3.0,Sports,N
Theme Park Roller Coaster,Great,8.4,Simulation,N
Road Champs BXS Stunt Biking,Great,8.0,Sports,N
Tom and Jerry in House Trap,Bad,4.0,Action,N
Muppet Monster Adventure,Okay,6.5,Action,N
Fast Food Tycoon,Good,7.0,Simulation,N
Tom and Jerry in Mouse Attacks,Great,8.0,Platformer,N
Top Gear DareDevil,Okay,6.0,Racing,N
GameShark,Painful,2.8,Other,N
B-17 Flying Fortress: The Mighty 8th!,Great,8.0,"Flight, Simulation",N
Fighting Vipers 2,Okay,6.5,Fighting,N
Metropolis Street Racer,Amazing,9.1,Racing,Y
Riddle of the Sphinx: An Egyptian Adventure,Mediocre,5.3,Adventure,N
Speed Devils Online Racing,Good,7.2,Racing,N
Anne McCaffrey's Freedom: First Resistance,Bad,4.9,Action,N
Last Blade 2: Final Edition,Great,8.9,Fighting,Y
Little Nicky,Great,8.0,Action,N
Star Wars: Battle for Naboo,Amazing,9.0,"Flight, Action",Y
Ski Resort Tycoon,Good,7.4,Strategy,N
Playmobil: Laura,Good,7.0,Action,N
Virtual Pool 3 Featuring Jeanette Lee,Great,8.5,Sports,Y
EverQuest: The Scars of Velious,Great,8.5,RPG,Y
Animorphs: Shattered Reality,Awful,3.5,Action,N
Dirt Track Racing: Sprint Cars,Good,7.4,Racing,N
Jimmy White's 2: Cueball,Painful,2.5,Sports,N
The Broken Land,Awful,3.7,"Action, RPG",N
Kingdom Under Fire: A War of Heroes,Good,7.2,Strategy,N
Backstage Pass: The Ultimate Rock & Roll Trivia Game,Good,7.2,Trivia,N
Space Empires IV,Amazing,9.0,Strategy,Y
Ground Control: Dark Conspiracy,Great,8.0,Strategy,N
Bangai-O,Amazing,9.0,Shooter,Y
Warriors of Might and Magic,Mediocre,5.0,Action,N
Dexter's Laboratory: Robot Rampage,Good,7.0,Action,N
Motocross Mania,Great,8.0,Racing,N
M&M's Mini Madness,Bad,4.0,Platformer,N
Star Trek: Starfleet Command Volume II: Empires at War,Great,8.5,Strategy,N
Project IGI: I'm Going In,Good,7.0,Action,N
Aqua Aqua,Good,7.7,"Puzzle, Action",N
No Escape,Okay,6.0,Action,N
POD: Speedzone,Okay,6.6,Racing,N
HBO Boxing,Awful,3.0,Sports,N
Extreme Sports with The Berenstain Bears,Bad,4.0,Sports,N
Pokemon Puzzle Challenge,Amazing,9.0,Puzzle,Y
F-1 World Grand Prix II,Good,7.1,Racing,N
Max Steel: Covert Missions,Awful,3.7,Action,N
Godzilla: The Series: Monster Wars,Mediocre,5.0,Action,N
Odyssey: The Search for Ulysses,Mediocre,5.1,Adventure,N
Tweety's High-Flying Adventure,Great,8.0,Action,N
Dragon's Lair,Great,8.0,Action,Y
PBA Tour Bowling 2001,Mediocre,5.6,Sports,N
Quake III: Team Arena,Good,7.8,Shooter,N
Kengo: Master of Bushido,Okay,6.0,Fighting,N
Star Wars: Episode I: Obi-Wan's Adventures,Mediocre,5.0,"Action, Adventure",N
You Don't Know Jack: 5th Dementia,Great,8.2,Trivia,N
NBA Jam 2001,Awful,3.0,"Sports, Action",N
Robopon: Sun Version,Good,7.0,RPG,N
The King of Fighters '99: Evolution,Great,8.5,Fighting,N
Razor Freestyle Scooter,Bad,4.5,Action,N
The Chessmaster 8000,Great,8.4,Board,Y
Torneko: The Last Hope,Okay,6.0,"Action, RPG",N
Super Bust-A-Move,Good,7.0,Puzzle,N
Tiger Woods PGA Tour 2001,Good,7.5,Sports,N
Harley-Davidson: Wheels of Freedom,Mediocre,5.2,Racing,N
Seven Games of the Soul,Awful,3.5,Adventure,N
3D Roller Coaster Designer,Awful,3.0,Simulation,N
Project S-11,Great,8.0,Action,N
X-Plane,Great,8.2,"Flight, Simulation",N
Samba de Amigo Ver. 2000,Amazing,9.6,Music,Y
Guilty Gear X,Great,8.7,Fighting,Y
Suzuki Alstare Extreme Racing,Mediocre,5.0,Racing,N
The Dukes of Hazzard II: Daisy Dukes It Out,Bad,4.5,Racing,N
Persona 2: Eternal Punishment,Great,8.2,RPG,Y
Colin McRae Rally 2.0,Amazing,9.4,Racing,Y
Arabian Nights: Prince of Persia,Good,7.1,Action,N
Moto Racer World Tour,Great,8.7,Racing,Y
Jagged Alliance 2: Unfinished Business,Great,8.0,Strategy,N
Ducati World Racing Challenge,Mediocre,5.7,Racing,N
Blade of Darkness,Great,8.8,Action,Y
Stupid Invaders,Good,7.2,Adventure,N
Macross M3,Bad,4.0,Action,N
Crime Cities,Great,8.1,Action,N
Star Wars Starfighter,Amazing,9.0,"Flight, Action",Y
Fear Effect 2: Retro Helix,Okay,6.9,"Action, Adventure",N
Cannon Fodder,Amazing,9.0,Action,Y
NBA Hoopz,Good,7.4,Sports,N
Action Man,Okay,6.0,Action,N
Clive Barker's Undying,Amazing,9.0,Action,Y
Mary-Kate and Ashley Pocket Planner,Good,7.0,Productivity,N
Rowan's Battle of Britain,Good,7.7,Simulation,N
Airline Tycoon,Good,7.9,Strategy,N
Mayday: Conflict Earth,Bad,4.9,Strategy,N
Legend of the North: Konung,Bad,4.2,RPG,N
Giga Wing 2,Mediocre,5.0,Shooter,N
Iron Aces,Good,7.5,Action,N
Kao the Kangaroo,Okay,6.2,Action,N
Looney Tunes: Marvin Strikes Back!,Great,8.0,Action,N
Final Fantasy,Great,8.6,RPG,Y
SEGA Smash Pack Volume 1,Great,8.0,"Action, Compilation",N
Age of Sail II,Good,7.8,Strategy,N
Search & Rescue 2,Good,7.0,"Flight, Simulation",N
Remnant,Awful,3.0,Action,N
Driving Emotion Type-S,Good,7.0,"Racing, Simulation",N
Charge'n Blast,Good,7.5,Action,N
The Outforce,Okay,6.5,Strategy,N
SimCoaster,Great,8.5,Simulation,Y
The Little Mermaid II,Good,7.0,Action,N
Phantasy Star Online,Amazing,9.3,RPG,Y
America,Bad,4.5,Strategy,N
Oni,Good,7.5,Action,N
ESPN NBA 2Night,Unbearable,1.0,Sports,N
NHL FaceOff 2001,Okay,6.3,Sports,N
ATV Offroad Fury,Great,8.7,Racing,Y
Paper Mario,Amazing,9.0,RPG,Y
Rayman 2: Revolution,Great,8.8,Platformer,Y
Mega Man X5,Great,8.5,Action,Y
Mega Man 64,Bad,4.5,"Action, Adventure",N
Carnivores: Ice Age,Mediocre,5.1,Action,N
Steel Beasts,Great,8.5,Simulation,Y
Airfix Dogfighter,Great,8.0,Action,N
RC Revenge Pro,Painful,2.5,Racing,N
The Next Tetris: On-Line Edition,Great,8.0,"Puzzle, Action",N
Championship Rally,Okay,6.0,Racing,N
Mario Tennis [2001],Amazing,9.0,"Sports, Action",Y
Cyber Groove,Mediocre,5.4,Action,N
Sudden Strike,Great,8.1,Strategy,N
Sgt. Rock: On the Frontline,Okay,6.0,Action,N
Mega Man Xtreme,Great,8.0,Action,N
Hoyle Card Games,Good,7.0,Simulation,N
The Typing of the Dead,Amazing,9.0,"Educational, Action",Y
The Ward,Okay,6.4,Adventure,N
Ring of Red,Great,8.5,Strategy,Y
Cabela's 4x4 Off-Road Adventure,Okay,6.0,Racing,N
NASCAR Racing 4,Amazing,9.2,Racing,Y
The Messenger,Okay,6.1,Adventure,N
Toy Story Racer,Great,8.2,Racing,N
Nanoloop,Amazing,9.0,Music,N
Thandor: The Invasion,Bad,4.8,Strategy,N
Coaster Works,Great,8.4,Simulation,N
The Bouncer,Good,7.0,Action,N
Triple Play Baseball,Good,7.2,Sports,N
High Heat Major League Baseball 2002,Good,7.0,Sports,N
Shadow of Destiny,Great,8.5,Adventure,Y
Industry Giant,Awful,3.2,Strategy,N
Army Men: World War Final Front,Bad,4.5,Action,N
Surf Rocket Racer,Good,7.2,Sports,N
Conker's Bad Fur Day,Amazing,9.9,"Action, Adventure",Y
Icewind Dale: Heart of Winter,Great,8.6,RPG,Y
1nsane,Good,7.1,Racing,N
Fallout Tactics: Brotherhood of Steel,Great,8.3,Strategy,N
Black & White,Amazing,9.7,Strategy,Y
Pokemon Stadium 2,Good,7.5,Battle,N
Zone of the Enders,Good,7.5,Action,N
Europa Universalis,Amazing,9.0,Strategy,Y
Army Men: Green Rogue,Bad,4.3,Shooter,N
All-Star Baseball 2002,Great,8.4,Sports,Y
Dark Cloud,Great,8.4,"Action, RPG",N
Crazy Taxi 2,Great,8.8,"Racing, Action",Y
Red Faction,Amazing,9.1,Shooter,Y
The Moon Project,Good,7.5,Strategy,N
Aladdin in Nasira's Revenge,Okay,6.0,Adventure,N
Record of Lodoss War,Great,8.7,RPG,N
Daytona USA,Amazing,9.3,Racing,Y
Dracula: The Last Sanctuary,Good,7.8,Adventure,N
Onimusha: Warlords,Great,8.9,"Action, Adventure",Y
Batman: Chaos in Gotham,Good,7.0,Action,N
The Simpsons Wrestling,Unbearable,1.0,Action,N
Smurf Racer,Mediocre,5.0,Racing,N
Confidential Mission,Great,8.8,Shooter,Y
Mat Hoffman's Pro BMX,Good,7.8,Sports,N
The Legend of Zelda: Oracle of Ages,Masterpiece,10.0,"Action, Adventure",Y
The Legend of Zelda: Oracle of Seasons,Masterpiece,10.0,"Action, Adventure",Y
Star Trek: Voyager: Elite Force -- Expansion Pack,Okay,6.7,Shooter,N
Robot Arena,Bad,4.3,Action,N
Merchant Prince II,Good,7.3,Strategy,N
The Adventures of Cookie & Cream,Good,7.9,Platformer,N
Rumble Racing,Great,8.8,Racing,Y
The Simpsons:  Night of the Living Treehouse of Horror,Okay,6.0,Platformer,N
ESPN MLS Extra Time,Great,8.2,Sports,N
Racin' Ratz,Great,8.0,Action,N
Fire Pro Wrestling D,Great,8.7,Wrestling,N
Ford Racing,Bad,4.3,Racing,N
Strikers 1945 II,Good,7.3,Action,N
ESPN National Hockey Night,Awful,3.0,Sports,N
Gauntlet: Dark Legacy,Okay,6.7,Action,N
Myst III: Exile,Great,8.0,Adventure,N
Tropico,Great,8.8,Strategy,Y
Digimon World 2,Bad,4.0,Fighting,N
Project Justice,Great,8.8,Fighting,Y
Rune: Halls of Valhalla,Bad,4.6,Action,N
Mars Matrix,Great,8.5,Shooter,N
Star Wars: Super Bombad Racing,Good,7.8,"Racing, Action",N
In Cold Blood,Good,7.4,Adventure,N
Evil Islands: Curse of the Lost Soul,Great,8.7,RPG,Y
Metal Walker,Great,8.0,RPG,N
Super Bowling,Okay,6.7,Sports,N
Illbleed,Okay,6.7,Adventure,N
Spider-Man [2001],Great,8.4,Action,N
Cossacks: European Wars,Good,7.5,Strategy,N
Tech Deck Skateboarding,Bad,4.0,Sports,N
Kohan: Immortal Sovereigns,Great,8.5,Strategy,Y
UNiSON,Great,8.3,"Music, Action",N
Serious Sam: The First Encounter,Amazing,9.0,Shooter,Y
KISS Pinball [2001],Awful,3.0,Pinball,N
Heroes of Might and Magic: Quest for the DragonBone Staff,Good,7.7,"Strategy, RPG",N
Silpheed: The Lost Planet,Great,8.3,Shooter,N
Metal Slug X,Amazing,9.0,Shooter,Y
Dr. Mario 64,Mediocre,5.0,Puzzle,N
Aidyn Chronicles: The First Mage,Bad,4.2,RPG,N
Waterloo: Napoleon's Last Battle,Good,7.8,Strategy,N
Ultima Online: Third Dawn,Good,7.7,RPG,N
LEGO Island 2: The Brickster's Revenge,Mediocre,5.0,Adventure,N
Majesty: The Northern Expansion,Good,7.8,Strategy,N
SpongeBob SquarePants: Legend of the Lost Spatula,Okay,6.0,Action,N
Fate of the Dragon,Great,8.0,Strategy,N
The Sims: House Party,Good,7.0,Simulation,N
Star Trek: Away Team,Okay,6.5,Strategy,N
Adventure Pinball: Forgotten Island,Okay,6.7,Pinball,N
MDK2 Armageddon,Great,8.7,Action,Y
Quake III: Revolution,Great,8.8,Shooter,Y
X-COM: Enforcer,Great,8.0,Action,N
"The $100,000 Pyramid",Great,8.0,Trivia,N
Inspector Gadget: Operation Madkatus,Great,8.0,Action,N
Kirby Tilt 'n' Tumble,Amazing,9.0,Action,Y
Mary-Kate and Ashley: Winner's Circle,Good,7.0,Racing,N
Starsiege: Tribes 2,Great,8.9,Action,Y
F-Zero: Maximum Velocity,Amazing,9.0,Racing,Y
Pitfall: The Mayan Adventure,Mediocre,5.0,Action,N
Konami Krazy Racers,Great,8.0,Racing,N
Pinobee: Wings of Adventure,Okay,6.0,Platformer,N
Mary-Kate and Ashley's Magical Mystery Mall,Bad,4.0,Adventure,N
Gangsters 2,Mediocre,5.7,Strategy,N
Worms World Party,Great,8.2,Strategy,N
Half-Life: Blue Shift,Good,7.0,Action,N
Pearl Harbor: Defend the Fleet,Mediocre,5.3,Action,N
MTV Music Generator 2,Great,8.0,"Music, Editor",N
Blast Lacrosse,Okay,6.1,Sports,N
Spider-Man 2: The Sinister Six,Amazing,9.0,Action,Y
X-Men: Wolverine's Rage,Good,7.0,Action,N
World's Scariest Police Chases,Okay,6.0,Action,N
Atlantis: The Lost Empire -- Trial by Fire,Mediocre,5.0,Action,N
B-17 Gunner: Air War Over Germany,Mediocre,5.2,"Flight, Action",N
Fur Fighters: Viggo's Revenge,Bad,4.5,Action,N
CART Fury,Mediocre,5.5,Racing,N
18-Wheeler American Pro Trucker,Good,7.8,Racing,N
Mario Party 3,Okay,6.4,Party,N
Tokyo Xtreme Racer: Zero,Great,8.3,Racing,N
Startopia,Amazing,9.0,Strategy,Y
Rules of the Game,Bad,4.6,Puzzle,N
Microsoft Train Simulator,Great,8.0,Simulation,N
Who Wants To Be A Millionaire? 3rd Edition,Good,7.2,Puzzle,N
Atari Anniversary Edition,Great,8.0,"Action, Compilation",N
Pearl Harbor: Zero Hour,Mediocre,5.3,Action,N
Commander Keen,Okay,6.0,Action,N
Time Crisis: Project Titan,Great,8.5,Action,Y
NBA Street,Amazing,9.3,Sports,Y
Twisted Metal: Black,Amazing,9.6,Shooter,Y
Air Command 3.0,Good,7.0,Simulation,N
Z: Steel Soldiers,Good,7.8,Strategy,N
Alone in the Dark: The New Nightmare,Bad,4.0,Adventure,N
Bomberman Tournament,Great,8.5,Action,N
Tomb Raider: Curse of the Sword,Amazing,9.0,Action,Y
Hot Potato,Great,8.0,Action,N
Star Trek: Deep Space Nine: Dominion Wars,Mediocre,5.8,Strategy,N
Diablo II: Lord of Destruction,Great,8.8,"Action, RPG",Y
World Destruction League: War Jetz,Mediocre,5.5,Action,N
Emperor: Battle for Dune,Great,8.0,Strategy,N
Rayman Advance,Amazing,9.0,Platformer,Y
Earthworm Jim,Good,7.0,Action,N
Leadfoot: Stadium Off Road Racing,Good,7.8,Racing,N
Iridion 3D,Mediocre,5.5,Shooter,N
Army Men Advance,Good,7.0,Action,N
Fire Pro Wrestling,Good,7.5,Wrestling,N
MX 2002 Featuring Ricky Carmichael,Great,8.3,Racing,N
Zeus -- Official Expansion: Poseidon,Great,8.5,Strategy,Y
Star Trek: Starfleet Command: Orion Pirates,Good,7.8,Strategy,N
911 Fire Rescue,Mediocre,5.5,Action,N
Baldur's Gate II: Throne of Bhaal,Amazing,9.0,RPG,Y
NASCAR Heat 2002,Great,8.1,Racing,N
Echelon,Good,7.2,Action,N
Castlevania: Circle of the Moon,Amazing,9.0,"Action, Adventure",Y
Super Mario Advance,Great,8.0,Platformer,N
GT Advance Championship Racing,Great,8.0,Racing,N
Super Dodge Ball Advance,Okay,6.5,Sports,N
Hostile Waters: Antaeus Rising,Great,8.7,Strategy,N
Motor Mayhem,Okay,6.8,Racing,N
Bloody Roar 3,Good,7.9,Fighting,N
Dave Mirra Freestyle BMX: Maximum Remix,Mediocre,5.5,Sports,N
Sonic Adventure 2,Amazing,9.4,Platformer,Y
Off-Road Redneck Racing,Good,7.2,Racing,N
Tweety and the Magic Gems,Bad,4.5,Puzzle,N
Rune: Viking Warlord,Mediocre,5.5,"Action, Adventure",N
Extermination,Okay,6.9,"Action, Adventure",N
Max Payne,Amazing,9.3,Action,Y
Cultures,Good,7.3,Strategy,N
NCAA Football 2002,Amazing,9.0,Sports,Y
Desperados: Wanted Dead or Alive,Great,8.1,Strategy,N
MechCommander 2,Great,8.2,Strategy,N
767 Pilot In Command,Great,8.5,"Flight, Simulation",N
Klonoa 2: Lunatea's Veil,Amazing,9.2,Platformer,Y
City Crisis,Bad,4.8,Action,N
Final Fantasy Chronicles,Amazing,9.4,RPG,Y
Anachronox,Great,8.0,RPG,N
Rugby,Good,7.3,Sports,N
Atlantis: The Lost Empire,Good,7.5,Action,N
Dark Angel: Vampire Apocalypse,Mediocre,5.2,Action,N
Empire of the Ants,Okay,6.0,Strategy,N
Pac-Man Collection,Amazing,9.0,Action,Y
The Mummy Returns,Awful,3.0,Action,N
Sports Jam,Good,7.1,Sports,N
Ephemeral Fantasia,Bad,4.2,RPG,N
Legends of Might and Magic,Mediocre,5.5,Action,N
Green Berets,Okay,6.0,Strategy,N
Operation Flashpoint: Cold War Crisis,Great,8.8,Shooter,Y
ESPN Final Round Golf 2002,Okay,6.5,Sports,N
NCAA College Football 2K2: Road to the Rose Bowl,Good,7.8,Sports,N
Sudden Strike: Forever,Good,7.4,Strategy,N
Mario Kart Super Circuit,Amazing,9.5,"Racing, Action",Y
Stretch Panic,Good,7.0,"Action, Adventure",N
Lightweight Ninja,Okay,6.0,Platformer,N
SEGA Bass Fishing 2,Great,8.3,Hunting,N
Saiyuki: Journey West,Great,8.4,"Strategy, RPG",N
Madden NFL 2002,Good,7.0,Sports,N
Resident Evil -- CODE: Veronica X,Okay,6.5,"Action, Adventure",N
Armored Core 2: Another Age,Good,7.8,"Action, Simulation",N
Independence War 2: The Edge of Chaos,Great,8.2,Simulation,N
Arcanum: Of Steamworks and Magick Obscura,Great,8.7,RPG,Y
Le Mans 24 Hours,Great,8.0,Racing,N
Test Drive Off-Road -- Wide Open,Okay,6.5,Racing,N
Shogun: Total War -- The Mongol Invasion,Great,8.9,Strategy,Y
Gadget Racers,Okay,6.0,Racing,N
Political Tycoon,Mediocre,5.4,Strategy,N
XG3 Extreme-G Racing,Great,8.4,Racing,N
Death Crimson OX,Bad,4.3,Action,N
Combat Command 2: Desert Rats,Okay,6.0,Strategy,N
Anarchy Online,Good,7.2,RPG,N
Star Monkey,Good,7.7,Action,N
Fortress,Okay,6.0,Strategy,N
The Settlers (Fourth Edition),Good,7.0,Strategy,N
Conquest: Frontier Wars,Great,8.8,Strategy,Y
Majestic,Good,7.5,Adventure,N
World Series Baseball 2K2,Great,8.7,Sports,Y
Divided Ground: The Middle East Conflict  1948-1973,Okay,6.1,Strategy,N
ESPN X Games Skateboarding,Bad,4.9,Sports,N
TRL Trivia,Mediocre,5.0,Puzzle,N
The Corporate Machine,Great,8.1,Simulation,N
Hot Wired,Mediocre,5.3,Racing,N
Gran Turismo 3 A-spec,Amazing,9.8,"Racing, Simulation",Y
WWII Online,Mediocre,5.9,"Action, Simulation",N
Eurofighter Typhoon,Great,8.3,"Flight, Action",N
Alien Front Online,Great,8.5,Action,N
Last Blade 2: Heart of the Samurai,Great,8.7,Fighting,Y
Reel Fishing Wild,Okay,6.8,Hunting,N
The Sting!,Good,7.5,Strategy,N
Mobile Suit Gundam: Journey to Jaburo,Okay,6.5,Action,N
Outtrigger,Great,8.6,Action,Y
Floigan Brothers,Great,8.4,Adventure,N
Pokemon Crystal Version,Amazing,9.0,RPG,Y
Jurassic Park III: The DNA Factor,Mediocre,5.0,Action,N
Silent Hill 2,Amazing,9.0,Adventure,Y
Open Kart,Okay,6.8,Racing,N
Zero Gunner 2,Great,8.3,Action,N
NFL Blitz 20-02,Painful,2.5,"Sports, Action",N
NHL 2002,Amazing,9.2,Sports,Y
Snood,Okay,6.5,Puzzle,N
Sports Illustrated for Kids: Baseball,Awful,3.5,Sports,N
Final Fight One,Great,8.5,Action,N
Lady Sia,Great,8.0,Platformer,N
Throne of Darkness,Good,7.5,RPG,N
Portal Runner,Mediocre,5.4,Adventure,N
NFL 2K2,Amazing,9.0,Sports,Y
WWF Betrayal,Okay,6.0,Action,N
Wendy: Every Witch Way,Great,8.0,Action,N
Tales of Destiny II,Great,8.5,RPG,Y
Ooga Booga,Amazing,9.4,Action,Y
Phantasy Star Online Version 2,Great,8.5,RPG,Y
Time Crisis II,Great,8.7,Shooter,Y
Kessen II,Great,8.4,Strategy,N
X-Men: Mutant Academy 2,Great,8.3,Fighting,N
Dragon Riders -- Chronicles of Pern,Awful,3.8,Action,N
Monopoly Tycoon,Great,8.2,Strategy,N
SpyHunter,Great,8.9,"Racing, Action",Y
Silent Scope 2: Dark Silhouette,Okay,6.7,Action,N
Shattered Galaxy,Great,8.0,Strategy,N
Far Gate,Great,8.0,Strategy,N
LEGO Racers 2,Good,7.8,Racing,N
Casper: Spirit Dimensions,Okay,6.0,Adventure,N
Zax: The Alien Hunter,Good,7.7,Action,N
Jurassic Park III: Park Builder,Good,7.0,Simulation,N
Spider-Man: Mysterio's Menace,Great,8.5,Action,N
Monster Rancher 3,Good,7.9,Battle,N
Klonoa: Empire of Dreams,Amazing,9.0,Platformer,Y
Tang Tang,Mediocre,5.0,Puzzle,N
Advance Wars,Amazing,9.9,Strategy,Y
Remote Assault,Mediocre,5.3,Strategy,N
NFL QB Club 2002,Mediocre,5.8,Sports,N
Gallop Racer 2001,Good,7.9,Simulation,N
Dave Mirra Freestyle BMX 2,Great,8.0,Sports,N
ICO,Amazing,9.4,Adventure,Y
NHL Hitz 20-02,Good,7.6,"Sports, Action",N
Batman Vengeance,Great,8.0,Action,N
Trouballs,Good,7.0,Puzzle,N
Zoo Tycoon [2001],Okay,6.9,Simulation,N
Kinetica,Great,8.0,Racing,N
Devil May Cry,Amazing,9.6,"Action, Adventure",Y
Project Eden,Amazing,9.0,"Action, Adventure",Y
NASCAR Thunder 2002,Great,8.3,Racing,N
Rails Across America,Good,7.5,Strategy,N
OKAGE: Shadow King,Good,7.2,RPG,N
Paris-Dakar Rally,Painful,2.5,Racing,N
Yanya Caballista: City Skater,Bad,4.0,Sports,N
Victorious Boxers: Ippo's Road to Glory,Great,8.6,Sports,Y
Splashdown,Great,8.8,Racing,Y
Bionicle: Tales of the Tohunga,Bad,4.5,Adventure,N
Cel Damage,Okay,6.5,Action,N
NBA Live 2002,Good,7.6,Sports,N
Super Street Fighter II Turbo Revival,Great,8.0,Fighting,N
Magic & Mayhem 2: The Art of Magic,Good,7.8,Strategy,N
MX Rider,Okay,6.2,Simulation,N
Smuggler's Run 2: Hostile Territory,Great,8.7,Racing,Y
Tetris Worlds,Mediocre,5.5,Puzzle,N
Heavy Metal: Geomatrix,Good,7.5,Shooter,N
Sports Illustrated for Kids: Football,Mediocre,5.0,Sports,N
Command & Conquer: Yuri's Revenge -- Red Alert 2 Expansion,Great,8.6,Strategy,Y
F1 2001,Good,7.8,"Racing, Simulation",N
Formula One 2001,Good,7.0,Racing,N
Commandos 2: Men of Courage,Amazing,9.0,Strategy,Y
Aliens vs. Predator 2,Great,8.2,Shooter,N
Capcom vs. SNK 2: Mark of the Millennium 2001,Great,8.4,Fighting,N
SSX Tricky,Amazing,9.4,Sports,Y
Mystery of the Druids,Bad,4.5,Adventure,N
4x4 Evo 2,Great,8.4,Racing,N
Burnout,Great,8.6,Racing,Y
Dark Age of Camelot,Amazing,9.0,RPG,Y
Sunny Garcia Surfing,Good,7.0,Sports,N
Top Gun: Combat Zones,Mediocre,5.9,"Flight, Action",N
Tony Hawk's Pro Skater 3,Amazing,9.7,Sports,Y
Sid Meier's Civilization III,Amazing,9.3,Strategy,Y
Tennis 2K2,Amazing,9.6,Sports,Y
Spider-Man 2: Enter Electro,Mediocre,5.5,Action,N
BASS Strike,Okay,6.2,Hunting,N
Arctic Thunder,Awful,3.0,Racing,N
X-Men: Reign of Apocalypse,Good,7.0,Action,N
NBA 2K2,Amazing,9.4,Sports,Y
FIFA Soccer 2002,Great,8.5,Sports,Y
Soul Reaver 2: Legacy of Kain,Amazing,9.0,"Action, Adventure",Y
BackTrack,Bad,4.0,Shooter,N
Dragon Warrior Monsters 2: Tara's Adventure,Amazing,9.0,RPG,Y
Crash Bandicoot: The Wrath of Cortex,Good,7.4,Platformer,N
Pool of Radiance: Ruins of Myth Drannor,Okay,6.0,RPG,N
Looney Tunes: Sheep Raider,Great,8.0,Platformer,N
