title,score_phrase,score,genre,editors_choice
Back to the Future: The Game -- Episode 5: Outatime,Good,7.0,Adventure,N
Continuity 2,Great,8.0,Puzzle,Y
The Mystery of Whiterock Castle,Good,7.0,"Puzzle, Adventure",N
Captain America: Super Soldier,Mediocre,5.5,Action,N
Call of Juarez: The Cartel,Bad,4.5,Shooter,N
Proun,Great,8.0,Racing,N
3D Pixel Racing,Okay,6.0,Racing,N
Just SING! 80s Collection,Mediocre,5.0,Music,N
AfterZoom,Good,7.5,Simulation,N
Puzzle Fever,Good,7.5,Puzzle,N
Extreme Hangman 2,Okay,6.5,Trivia,N
Catherine,Amazing,9.0,Adventure,Y
L.A. Noire: Reefer Madness,Okay,6.0,Adventure,N
Boulder Dash-XL,Great,8.0,"Puzzle, Action",N
Solar 2,Great,8.0,Action,N
Harry Potter and the Deathly Hallows: Part 2,Mediocre,5.5,Adventure,N
Dead Block,Awful,3.5,Adventure,N
Gods & Heroes: Rome Rising,Bad,4.0,RPG,N
Quest Runner,Good,7.0,Strategy,N
"Warhammer 40,000: Kill Team",Okay,6.5,Shooter,N
Dragon Age II -- Legacy,Okay,6.5,RPG,N
Pac-Man & Galaga Dimensions,Mediocre,5.0,Action,N
Jet Set Go,Good,7.0,Strategy,N
Insanely Twisted Shadow Planet,Great,8.0,Shooter,N
Cartoon Network: Punch Time Explosion,Bad,4.5,Action,N
Groove Coaster,Amazing,9.5,"Music, Action",Y
Zombie Gunship,Amazing,9.0,Shooter,Y
Runespell: Overture,Okay,6.5,RPG,N
Go Series: Portable Shrine Wars,Amazing,9.0,Action,Y
Oscar's World Tour,Mediocre,5.0,Adventure,N
Dungeons of Dredmor,Great,8.5,RPG,Y
Tobe's Vertical Adventure,Great,8.0,Platformer,N
Let's Golf 3D,Amazing,9.0,Sports,Y
Brawl Brothers,Good,7.0,Action,N
One Man Army,Okay,6.0,Strategy,N
Bleach: Soul Resurreccion,Good,7.0,Fighting,N
Stickman BMX,Okay,6.0,Sports,N
From Dust,Great,8.5,Simulation,Y
Dream Track Nation,Great,8.0,Racing,Y
Cthulhu Saves the World,Great,8.0,RPG,N
Fallout: New Vegas -- Old World Blues,Great,8.0,RPG,N
"Aww, Eggplant",Good,7.5,Puzzle,N
My Australian Farm,Mediocre,5.0,Simulation,N
Mega Mall Story,Amazing,9.0,Strategy,Y
Chantelise: A Tale of Two Sisters,Mediocre,5.0,"Action, RPG",N
Trapped Dead,Bad,4.0,Strategy,N
The Last Rocket,Good,7.0,Action,N
My Asian Farm,Mediocre,5.0,Simulation,N
Pixel Racer,Mediocre,5.5,Racing,N
3D Classics: Xevious,Great,8.0,Shooter,N
Bobby Carrot Forever,Good,7.0,"Puzzle, Adventure",N
Kung Fu Dragon,Good,7.0,Action,N
Trollboarder,Awful,3.0,Sports,N
World of Tanks,Good,7.5,RPG,N
Quiz Climber,Okay,6.5,Trivia,N
Age of Empires Online,Good,7.0,Strategy,N
Defy Gravity Extended,Great,8.0,Action,N
Shin Megami Tensei: Devil Survivor Overclocked,Good,7.5,RPG,N
Deus Ex: Human Revolution,Amazing,9.0,Shooter,Y
Crazy Hamster,Okay,6.0,"Puzzle, Action",N
Black Prophecy,Good,7.5,Action,N
Kyotokei,Good,7.5,"Action, Adventure",N
Go! Go! Kokopolo: Harmonious Forest Revenge,Great,8.5,"Action, Adventure",N
Gesundheit,Amazing,9.5,"Puzzle, Action",Y
Super Adventure Island 2,Great,8.0,Adventure,N
Siege Hero,Good,7.5,Strategy,N
Rugby World Cup 2011,Mediocre,5.0,Sports,N
Street Fighter III: Third Strike -- Online Edition,Amazing,9.0,Fighting,N
Taco Master,Okay,6.5,Strategy,N
Trauma,Good,7.0,Simulation,N
Cowboys & Aliens: Silver City Defense,Painful,2.0,Shooter,N
Fruit Ninja Kinect,Mediocre,5.5,Action,N
Pollen Count,Good,7.0,"Puzzle, Action",N
Ninja Fishing,Great,8.0,Action,N
E.Y.E.: Divine Cybermancy,Mediocre,5.0,Shooter,N
NHL 12,Great,8.5,Sports,N
Bridge,Mediocre,5.5,Card,N
Defense of the Middle Kingdom,Great,8.0,Strategy,N
Gears of War 3,Amazing,9.0,Shooter,Y
Mega Man: Dr. Wily's Revenge,Good,7.5,Action,N
The Gunstringer,Great,8.0,Action,Y
Build-A-Lot,Okay,6.5,Simulation,N
iBlast Moki 2,Great,8.0,Puzzle,N
Zoonies: Escape from Makatu,Great,8.0,Puzzle,N
3D Classics: Urban Champion,Painful,2.5,Fighting,N
Blockado: Puzzle Island,Okay,6.0,Puzzle,N
Temple Run,Good,7.5,Action,N
El Shaddai: Ascension of the Metatron,Mediocre,5.0,Action,N
Pirates of Black Cove,Mediocre,5.5,"Strategy, RPG",N
Mario's Picross,Great,8.5,Puzzle,N
Go Fetch! 2,Okay,6.0,Action,N
Play & Learn Spanish,Okay,6.0,Productivity,N
Cut The Rope: Experiments,Amazing,9.0,Puzzle,Y
B Team - Episode 2: Ice & Venom,Okay,6.5,Shooter,N
Monochrome Racing,Awful,3.0,Racing,N
Radiant Silvergun,Amazing,9.0,Shooter,Y
Tropico 4,Great,8.5,Strategy,Y
Hard Reset,Good,7.5,Shooter,N
Skydrift,Great,8.0,"Racing, Action",N
Sprinkle,Good,7.0,Action,N
No More Heroes: Heroes' Paradise,Good,7.5,Action,N
Toy Soldiers: Cold War,Great,8.5,Shooter,N
Men Of War: Vietnam,Good,7.0,Strategy,N
Puzzle Rocks,Mediocre,5.5,Puzzle,N
Infinity Field,Great,8.5,Shooter,Y
Leedmees,Good,7.0,Puzzle,N
DotMan,Good,7.5,Racing,N
"Warhammer 40,000: Space Marine",Good,7.5,Shooter,N
Paint Splash,Great,8.0,Simulation,N
The Ico & Shadow of the Colossus Collection,Great,8.5,"Adventure, Compilation",Y
Rise of Nightmares,Bad,4.0,Adventure,N
Dead Island,Great,8.0,Action,Y
IL-2 Sturmovik: Cliffs of Dover,Okay,6.0,"Flight, Simulation",N
Disgaea 4: A Promise Unforgotten,Great,8.5,"Strategy, RPG",Y
Driver: San Francisco,Good,7.0,"Racing, Action",N
Resistance 3,Amazing,9.0,Shooter,Y
BloodRayne: Betrayal,Amazing,9.0,"Action, Adventure",Y
The Baconing,Okay,6.0,"Action, RPG",N
Serious Sam: Double D,Good,7.0,Shooter,N
Hector: Badge of Carnage -- Episode 2,Good,7.5,Adventure,N
Contre Jour,Great,8.0,Action,N
Jonah Lomu Rugby Challenge,Good,7.0,Sports,N
Rugby Challenge,Good,7.0,Sports,N
Star Fox 64 3D,Amazing,9.0,Flight,Y
Spy Mouse,Good,7.0,"Puzzle, Adventure",N
GO Series: Fishing Resort,Okay,6.5,Sports,N
House M.D. -- Episode 2: Blue Meanie,Bad,4.0,Simulation,N
Trenches Generals,Okay,6.0,Strategy,N
Bodycount,Okay,6.0,Action,N
Madden NFL 12,Good,7.0,Sports,N
God of War Origins,Amazing,9.0,"Action, Compilation",Y
Jerry Rice & Nitus' Dog Football,Good,7.0,Sports,N
Hamilton's Great Adventure,Good,7.0,Adventure,N
Mortal Kombat Arcade Kollection,Okay,6.0,"Fighting, Compilation",N
The Ignition Factor,Good,7.0,Action,N
Hole In The Wall,Mediocre,5.0,"Puzzle, Action",N
Magical Whip: Wizards of Phantasmal Forest,Great,8.0,Adventure,N
Gargoyle's Quest,Great,8.5,"Action, Adventure",N
Inazuma Eleven,Good,7.5,"Sports, Simulation",N
Calculator,Good,7.0,Productivity,N
Fallout: New Vegas -- Lonesome Road,Okay,6.5,RPG,N
3D Classics: TwinBee,Okay,6.0,Shooter,N
The Sims Medieval: Pirates and Nobles,Mediocre,5.5,Simulation,N
Roboto,Mediocre,5.5,Action,N
Red Orchestra 2: Heroes of Stalingrad,Great,8.0,Shooter,N
Let's Create! Pottery,Okay,6.0,Simulation,N
Pickpawcket,Okay,6.5,Action,N
Supremacy MMA,Mediocre,5.0,Fighting,N
Another World,Amazing,9.0,Adventure,Y
Quarrel,Amazing,9.0,Puzzle,Y
Swing the Bat,Okay,6.0,Puzzle,N
Renegade Ops,Great,8.5,Shooter,Y
Resident Evil 4 HD,Great,8.5,"Action, Adventure",Y
Rock of Ages,Good,7.5,Action,N
Early Bird,Great,8.0,"Puzzle, Action",N
MotoHeroz,Amazing,9.0,"Racing, Action",Y
F1 2011,Great,8.5,Racing,N
Dragon Quest Monsters: Joker 2,Great,8.5,RPG,Y
Achron,Mediocre,5.0,Strategy,N
Kirby: Mass Attack,Great,8.5,Strategy,Y
4 Elements HD,Good,7.5,Puzzle,N
Samurai Bloodshow,Good,7.0,"Card, Battle",N
Orcs Must Die,Amazing,9.0,Strategy,Y
Rage,Great,8.5,Shooter,Y
Eufloria,Good,7.0,Strategy,N
Tetris: Axis,Good,7.5,Puzzle,N
Hector: Badge of Carnage -- Episode 3: Beyond Reasonable Doom,Great,8.0,Adventure,N
Wasteland Angel,Mediocre,5.0,Shooter,N
Mercury Hg,Great,8.0,"Puzzle, Action",N
NBA Jam: On Fire Edition,Amazing,9.0,"Sports, Action",Y
Crystal Caverns of Amon-Ra,Mediocre,5.0,,N
Bugs'N'Balls,Mediocre,5.0,Action,N
Resident Evil -- CODE: Veronica X HD,Mediocre,5.0,"Action, Adventure",N
Dark Souls,Amazing,9.0,"Action, RPG",Y
X-Men: Destiny,Mediocre,5.5,Action,N
FIFA Soccer 12,Okay,6.0,Sports,N
FIFA Soccer 12 [3DS Edition],Good,7.0,Sports,N
Shadowgun,Good,7.0,Shooter,N
Blocks That Matter,Great,8.5,Platformer,Y
Solatorobo: Red The Hunter,Great,8.0,RPG,N
Tom Clancy's Splinter Cell Classic Trilogy HD,Okay,6.5,"Action, Compilation",N
Where's My Water?,Amazing,9.0,"Puzzle, Action",Y
Rise of Immortals,Bad,4.0,RPG,N
Trackmania 2: Canyon,Great,8.5,Racing,Y
Bit.Trip Complete,Great,8.0,"Action, Compilation",N
NBA 2K12,Amazing,9.5,Sports,Y
Super Mario Land 2,Amazing,9.0,Platformer,Y
EscapeVektor: Chapter 1,Amazing,9.0,Platformer,Y
Persona 2: Innocent Sin,Great,8.0,RPG,N
Bit.Trip Saga,Great,8.0,Action,N
Harvest Moon DS: The Tale of Two Towns,Okay,6.0,Simulation,N
Rochard,Great,8.5,Action,Y
Break Tactics,Bad,4.0,Strategy,N
Escape Trick: Ninja Castle,Bad,4.5,"Puzzle, Action",N
Burnout Crash,Good,7.5,Racing,N
Just Dance 3,Great,8.0,Music,N
Dead Rising 2: Off the Record,Good,7.0,"Action, Adventure",N
Sideway: New York,Great,8.0,Platformer,N
Aya and the Cubes of Light,Good,7.0,,N
Professor Layton and the Last Specter,Amazing,9.0,Adventure,Y
A Game of Thrones: Genesis,Okay,6.0,Strategy,N
Sesame Street: Once Upon a Monster,Great,8.5,"Educational, Adventure",N
Batman: Arkham City,Amazing,9.5,Action,Y
Dance Central 2,Amazing,9.0,Music,Y
Rune Factory: Tides of Destiny,Mediocre,5.5,RPG,N
The Binding of Isaac,Good,7.5,RPG,N
Oio,Good,7.5,Platformer,N
Atelier Totori: The Adventurer of Arland,Good,7.5,RPG,N
Dragon Nest,Great,8.5,Adventure,Y
Horizon Riders,Great,8.0,Action,N
101-in-1 Explosive Megamix,Painful,2.5,"Puzzle, Compilation",N
Catrap,Great,8.5,"Puzzle, Action",N
Ace Combat Assault Horizon,Good,7.5,"Flight, Action",N
Go Vacation,Good,7.0,Adventure,N
1001 BlockBusters,Good,7.0,Action,N
Scribblenauts Remix,Amazing,9.0,"Puzzle, Action",Y
Side Pocket,Mediocre,5.0,Sports,N
The Legend of Zelda: Four Swords Anniversary Edition,Amazing,9.0,Adventure,Y
House M.D. -- Episode 3: Skull and Bones,Bad,4.0,Simulation,N
Simply Minesweeper,Okay,6.0,Board,N
The Dark Meadow,Great,8.0,"Action, Adventure",N
Spider-Man: Edge of Time,Bad,4.5,Action,N
Forza Motorsport 4,Amazing,9.5,Racing,Y
Battlefield 3,Amazing,9.0,Shooter,Y
Rocksmith,Great,8.0,Music,N
Mage Gauntlet,Good,7.5,"Action, RPG",N
Fish Tank,Okay,6.5,Puzzle,N
Furry Legends: Beginnings,Good,7.5,Platformer,N
Off-Road Drive,Mediocre,5.0,Racing,N
Gabrielle's Ghostly Groove 3D,Good,7.5,Adventure,N
Guardian Heroes,Great,8.5,Fighting,N
The Cursed Crusade,Bad,4.0,"Action, Adventure",N
Pro Evolution Soccer 2012,Great,8.0,Sports,N
Pocket League Story,Good,7.5,"Sports, Simulation",N
Castle Conqueror -- Revolution,Good,7.5,Strategy,N
WRC 2 FIA World Rally Championship,Mediocre,5.5,Racing,N
Ratchet & Clank: All 4 One,Great,8.0,Platformer,N
Deus Ex: Human Revolution -- The Missing Link,Great,8.0,Shooter,N
Okabu,Mediocre,5.5,Action,N
PayDay: The Heist,Good,7.5,Shooter,N
The Sims 3: Pets,Good,7.0,Simulation,N
Rocketbirds: Hardboiled Chicken,Good,7.5,Platformer,N
Aliens: Infestation,Great,8.0,Action,N
Dragon Age II -- Mark of the Assassin,Great,8.5,RPG,Y
Football Manager 2012,Amazing,9.0,"Sports, Simulation",Y
Academy: Checkers,Good,7.0,Board,N
Disney Universe,Good,7.0,"Action, Adventure",N
Bike Baron,Great,8.0,Action,N
Beat Hazard Ultra,Mediocre,5.0,Shooter,N
PixelJunk: SideScroller,Okay,6.5,Shooter,N
Zombie Parkour Runner,Good,7.0,Action,N
Dragon Ball Z: Ultimate Tenkaichi,Good,7.5,Action,N
Might & Magic Heroes VI,Great,8.0,Strategy,Y
Blackwater,Painful,2.5,Shooter,N
Before the Echo,Okay,6.5,Music,N
BurgerTime World Tour,Mediocre,5.5,Action,N
The Haunted: Hells Reach,Mediocre,5.0,Shooter,N
Modern Combat 3: Fallen Nation,Great,8.5,Shooter,Y
Rayman Origins,Amazing,9.5,Platformer,Y
PowerUp Heroes,Mediocre,5.5,Fighting,N
Zombie Apocalypse: Never Die Alone,Good,7.5,Action,N
Fruit Ninja: Puss in Boots,Great,8.5,Action,Y
Pokemon Rumble Blast,Okay,6.5,Fighting,N
The House of the Dead: Overkill -- Extended Cut,Good,7.5,Shooter,N
Uncharted 3: Drake's Deception,Masterpiece,10.0,"Action, Adventure",Y
GoldenEye 007: Reloaded,Great,8.5,Action,Y
The Lord of the Rings: War in the North,Good,7.0,"Action, RPG",N
Dungeon Defenders,Great,8.5,Strategy,N
Worms Crazy Golf,Amazing,9.0,"Puzzle, Action",N
Call of Duty: Modern Warfare 3,Amazing,9.0,Shooter,Y
Kinect Sports: Season 2,Okay,6.5,"Sports, Action",N
Metal Gear Solid HD Collection,Amazing,9.0,"Action, Compilation",Y
Kirby's Return to Dream Land,Good,7.5,Platformer,N
The War of the Worlds,Bad,4.0,Platformer,N
Sonic Generations,Great,8.5,Platformer,Y
Bring Me Sandwiches!!,Good,7.0,Platformer,N
Everybody Dance,Okay,6.5,Music,N
BurgerTime Deluxe,Good,7.5,Action,N
Pyramids,Good,7.5,"Puzzle, Action",N
Infamous: Festival of Blood,Good,7.5,Action,N
Halloween: Trick or Treat,Mediocre,5.0,"Puzzle, Action",N
Medieval Moves: Deadmund's Quest,Great,8.0,Action,N
Naruto Shippuden: Ultimate Ninja Impact,Good,7.0,"Fighting, Action",N
Oh! Edo Towns,Good,7.0,Simulation,N
Skylanders Spyro's Adventure,Great,8.0,"Action, Adventure",N
Anima: Ark of Sinners,Mediocre,5.5,Platformer,N
Stronghold 3,Mediocre,5.5,Strategy,N
Serious Sam: The Random Encounter,Good,7.0,RPG,N
Balloon Kid,Good,7.5,Platformer,N
1950's Lawnmower Kids,Bad,4.5,Strategy,N
Gnomz,Okay,6.0,Action,N
House M.D. -- Episode 4: Crashed,Awful,3.0,Simulation,N
Real Steel,Awful,3.0,Fighting,N
Assassin's Creed: Revelations,Great,8.5,"Action, Adventure",Y
The Elder Scrolls V: Skyrim,Amazing,9.5,RPG,Y
Otomedius Excellent,Mediocre,5.5,Shooter,N
Halo: Combat Evolved Anniversary,Great,8.0,Shooter,N
NCIS: The Game,Bad,4.5,Adventure,N
Need for Speed: The Run,Okay,6.5,Racing,N
Ultimate Marvel Vs. Capcom 3,Great,8.5,Fighting,N
Serious Sam 3: BFE,Good,7.0,Shooter,N
House M.D. -- Episode 5: Under the Big Top,Awful,3.0,Simulation,N
Scene It? Movie Night,Good,7.0,Trivia,N
Voltron: Defender of the Universe,Bad,4.0,Action,N
Infinity Blade II,Masterpiece,10.0,"Fighting, Action",Y
Jurassic Park: The Game,Mediocre,5.5,Adventure,N
LEGO Harry Potter: Years 5-7,Great,8.0,"Action, Adventure",N
Kinect Disneyland Adventures,Great,8.5,Party,Y
Raving Rabbids: Alive & Kicking,Awful,3.0,Party,N
Cave Story 3D,Great,8.5,Adventure,Y
Saints Row: The Third,Great,8.5,Action,Y
The Legend of Zelda: Skyward Sword,Masterpiece,10.0,"Action, Adventure",Y
Castle Conqueror -- Heroes,Good,7.5,Strategy,N
Fusion: Genesis,Great,8.0,Simulation,N
Bloons Tower Defense,Okay,6.0,Strategy,N
Mario Kart 7,Amazing,9.0,Racing,Y
To the Moon,Good,7.5,RPG,N
MotionSports Adrenaline,Bad,4.0,Sports,N
Come On! Heroes,Good,7.5,Action,N
Battle of the Elements,Great,8.0,Puzzle,N
Big Bass Arcade,Good,7.0,Hunting,N
Escape Trick: Convenience Store,Okay,6.0,Adventure,N
Shinobi,Good,7.5,Action,N
Hydrophobia: Prophecy,Great,8.0,Action,N
Step Up,Unbearable,1.0,Sports,N
Super Mario 3D Land,Amazing,9.5,Platformer,Y
Mighty Switch Force,Great,8.0,Action,N
Rytmik Retrobits,Good,7.5,Music,N
Where is my Heart?,Good,7.0,Platformer,N
Tekken Hybrid,Great,8.0,Fighting,N
Minecraft,Amazing,9.0,Action,Y
Mario & Sonic at the London 2012 Olympic Games,Good,7.5,Sports,N
The King of Fighters XIII,Good,7.0,Fighting,N
Cartoon Network: Punch Time Explosion XL,Mediocre,5.0,Action,N
Ace Combat Assault Horizon Legacy,Great,8.0,"Flight, Action",N
Fishing Resort,Good,7.0,Hunting,N
The Kore Gang,Good,7.0,Action,N
WWE '12,Amazing,9.0,Wrestling,Y
Pinocchio's Puzzle,Good,7.0,Puzzle,N
Major Mayhem,Great,8.5,Action,Y
Play & Learn Chinese,Okay,6.0,Productivity,N
3D Classics: Kirby's Adventure,Great,8.0,Platformer,N
Fossil Fighters: Champions,Good,7.5,Battle,N
Hollywood Squares,Bad,4.0,Trivia,N
Soccer Up,Okay,6.0,Sports,N
Christmas Wonderland,Mediocre,5.5,Puzzle,N
Doodle Fit,Great,8.0,Puzzle,N
Chronicles of Vampires: Origins,Good,7.0,Puzzle,N
Batman: Arkham City Lockdown,Good,7.0,Action,N
Self-Defense Training Camp,Unbearable,1.0,Sports,N
Sword of the Stars II: Lords of Winter,Painful,2.5,Strategy,N
NBA 2K12: Legends Showcase,Great,8.0,Sports,N
The Adventures of Tintin,Okay,6.5,Adventure,N
Paper Wars: Cannon Fodder,Good,7.5,Strategy,N
Pushmo,Amazing,9.5,Puzzle,Y
Castle Conqueror -- Against,Good,7.0,Strategy,N
Word Searcher 4,Mediocre,5.0,"Puzzle, Word Game",N
Anthill: Tactical Trail Defense,Good,7.5,Strategy,N
InMomentum,Okay,6.0,Platformer,N
L.A. Noire The Complete Edition,Great,8.5,Adventure,Y
Epoch,Great,8.0,Shooter,N
The Black Eyed Peas Experience,Okay,6.0,Music,N
Air Conflicts: Secret Wars,Okay,6.0,"Flight, Simulation",N
Trine 2,Amazing,9.0,Adventure,Y
Sonic CD,Great,8.5,Platformer,Y
Carmen Sandiego Adventures in Math: The Lady Liberty Larceny,Great,8.0,"Puzzle, Adventure",N
Xotic,Awful,3.0,Shooter,N
Dynasty Warriors 7 Xtreme Legends,Good,7.0,Action,N
Corpse Party,Good,7.0,Adventure,N
Fortune Street,Good,7.0,Board,N
Anno 2070,Great,8.5,Strategy,Y
Xmas Puzzle,Good,7.0,Puzzle,N
WordJong Arcade,Great,8.0,Puzzle,N
Just SING! Christmas Vol. 3,Awful,3.0,Music,N
Joe Danger: Special Edition,Amazing,9.5,Action,Y
MinoMonsters,Good,7.0,RPG,N
Gears of War 3: Raam's Shadow,Good,7.5,Shooter,N
Assassin's Creed Recollection,Good,7.0,Strategy,N
Double Bloob,Bad,4.0,Action,N
Sakura Samurai: Art of the Sword,Amazing,9.0,Action,Y
Happy Action Theater,Great,8.0,Party,N
New Orbit,Good,7.0,Adventure,N
Soulcalibur V,Good,7.5,Fighting,N
Kingdom Rush,Amazing,9.0,Strategy,Y
NeverDead,Awful,3.0,Action,N
Puddle,Great,8.0,Puzzle,N
Oil Rush,Okay,6.5,Strategy,N
SOL: Exodus,Mediocre,5.5,Action,N
World Cruise Story,Okay,6.0,Simulation,N
Dustforce,Great,8.0,Platformer,N
Zen Pinball 3D,Good,7.5,Pinball,N
Afterfall: Insanity,Bad,4.5,Shooter,N
Amy,Painful,2.0,Adventure,N
Gotham City Impostors,Good,7.0,Shooter,N
Grand Slam Tennis 2,Great,8.5,Sports,N
Pineapple Smash Crew,Mediocre,5.5,Shooter,N
Final Fantasy XIII-2,Great,8.0,RPG,N
Crazy Machines Elements,Mediocre,5.5,Puzzle,N
Jazz: Trump's Journey,Good,7.5,Platformer,N
ScaryGirl,Good,7.5,Adventure,N
Super Crate Box,Okay,6.5,Action,N
Your Shape: Fitness Evolved 2012,Good,7.5,Sports,N
Choplifter HD,Great,8.0,Action,N
QUBE,Okay,6.5,Puzzle,N
3 Heroes -- Crystal Soul,Mediocre,5.0,Adventure,N
Samurai Sword Destiny,Okay,6.0,Action,N
Venture Towns,Good,7.0,Simulation,N
4 Elements II,Good,7.5,Puzzle,N
Maru's Mission,Awful,3.0,Action,N
UFC Undisputed 3,Amazing,9.0,Fighting,Y
Triple Town,Great,8.0,Puzzle,N
The Darkness II,Great,8.0,Shooter,N
Resident Evil Revelations,Great,8.5,"Action, Adventure",Y
Unstoppable Gorg,Okay,6.5,Strategy,N
Lock 'n' Chase,Great,8.5,Action,Y
Run Roo Run,Great,8.0,Platformer,N
Quick Fill Q,Good,7.0,Puzzle,N
NFL Blitz,Great,8.5,"Sports, Action",N
Postal III,Mediocre,5.5,Shooter,N
All Zombies Must Die,Okay,6.5,Action,N
Jak and Daxter Collection,Amazing,9.0,Platformer,Y
The Simpsons: The Arcade Game,Great,8.0,"Fighting, Action",N
Kingdoms of Amalur: Reckoning,Amazing,9.0,RPG,Y
Rhythm Heaven Fever,Good,7.0,Music,N
Shank 2,Great,8.5,Action,N
Slingo Supreme,Okay,6.0,Party,N
Carmen Sandiego Adventures in Math: The Big Ben Burglary,Good,7.0,"Puzzle, Adventure",N
Cake Ninja,Bad,4.0,Simulation,N
Zack Zero,Bad,4.0,Platformer,N
Sumioni: Demon Arts,Mediocre,5.5,Action,N
Angry Birds Space,Great,8.5,"Puzzle, Action",Y
Kid Icarus Uprising,Great,8.5,Action,N
Rayman 3: Hoodlum Havoc HD,Good,7.0,Platformer,N
Sine Mora,Amazing,9.0,Shooter,Y
Kingdoms of Amalur: Reckoning -- The Legend of Dead Kel,Great,8.0,RPG,N
Resident Evil: Operation Raccoon City,Bad,4.0,"Action, Adventure",N
Defenders of Ardania,Bad,4.5,Strategy,N
Silent Hill HD Collection,Amazing,9.0,"Adventure, Compilation",N
Ninja Gaiden III,Awful,3.0,Action,N
Dungeon Village,Great,8.0,Simulation,N
FIFA Street,Great,8.0,Sports,N
Waves,Great,8.5,Shooter,N
Mass Effect Infiltrator,Okay,6.5,RPG,N
Microsoft Flight,Mediocre,5.0,"Flight, Simulation",N
Silent Hill: Downpour,Bad,4.5,Adventure,N
Shoot Many Robots,Bad,4.5,Shooter,N
Naruto Shippuden: Ultimate Ninja Storm Generations,Great,8.5,Fighting,Y
Warp,Great,8.5,Action,Y
Yakuza: Dead Souls,Mediocre,5.0,Action,N
Mass Effect 3,Amazing,9.5,RPG,Y
Ninja Gaiden Sigma Plus,Great,8.0,Action,N
Rhythm Party,Okay,6.5,Music,N
Asphalt Injection,Okay,6.0,Racing,N
Skullgirls,Great,8.5,Fighting,Y
I Am Alive,Bad,4.5,Action,N
Legend of Grimrock,Great,8.5,RPG,Y
Mario Party 9,Good,7.0,Party,N
Ridge Racer,Awful,3.0,Racing,N
MLB 12: The Show,Great,8.0,Sports,N
Wargame: European Escalation,Great,8.0,Strategy,N
Major League Baseball 2K12,Good,7.0,Sports,N
King Arthur II: The Role-Playing Wargame,Okay,6.0,Strategy,N
Touch My Katamari,Okay,6.0,Action,N
Army Corps of Hell,Good,7.0,Action,N
Michael Jackson: The Experience HD,Okay,6.5,Music,N
Twisted Metal,Amazing,9.0,"Racing, Action",Y
Tekken 3D: Prime Edition,Good,7.5,Fighting,N
BlazBlue: Continuum Shift Extend,Great,8.5,Fighting,Y
Diabolical Pitch,Mediocre,5.5,Action,N
Warriors Orochi 3,Great,8.5,Action,Y
The Pinball Arcade,Great,8.5,Pinball,N
Colors! 3D,Amazing,9.0,Productivity,Y
Xenoblade Chronicles,Amazing,9.0,RPG,Y
MotorStorm RC,Great,8.5,Racing,Y
Unit 13,Good,7.5,Shooter,N
Realm of the Mad God,Great,8.0,"Action, RPG",N
Crusader Kings II,Great,8.0,Strategy,N
Journey,Amazing,9.0,Adventure,Y
PokéPark 2: Wonders Beyond,Okay,6.5,Adventure,N
Nexuiz,Great,8.0,Shooter,N
ModNation Racers: Road Trip,Good,7.0,Racing,N
Uncharted: Golden Abyss,Great,8.5,"Action, Adventure",Y
Super Stardust Delta,Amazing,9.5,Shooter,Y
Dear Esther,Great,8.0,Adventure,N
FIFA Soccer [PlayStation Vita edition],Great,8.0,Sports,N
Lumines: Electronic Symphony,Amazing,9.0,Puzzle,Y
Little Deviants,Okay,6.0,Simulation,N
Kinect: Star Wars,Mediocre,5.5,Action,N
Total War: Shogun 2 -- Fall of The Samurai,Amazing,9.0,Strategy,Y
Tiger Woods PGA Tour 13,Okay,6.5,Sports,N
Devil May Cry HD Collection,Good,7.5,Compilation,N
South Park: Tenorman's Revenge,Good,7.0,Platformer,N
Metal Gear Solid 3D Snake Eater,Great,8.5,Action,Y
SSX,Amazing,9.0,Sports,Y
Hustle Kings,Good,7.0,Sports,N
The Last Story,Great,8.5,RPG,Y
Virtua Tennis 4: World Tour Edition,Good,7.5,Sports,N
Gettysburg: Armored Warfare,Painful,2.0,Strategy,N
Armored Core V,Good,7.5,Simulation,N
Kinect Rush: A Disney Pixar Adventure,Okay,6.0,Action,N
Closure,Great,8.5,Puzzle,Y
Chaos Rings II,Great,8.5,RPG,N
Beat Sneak Bandit,Amazing,9.0,"Music, Action",Y
Dillon's Rolling Western,Great,8.0,Adventure,N
Dynasty Warriors Next,Great,8.0,Action,N
League of Evil 2,Great,8.0,Platformer,N
Syndicate,Good,7.5,Action,N
Binary Domain,Good,7.5,Action,N
Shinobido 2: Revenge of Zen,Bad,4.5,Action,N
Asura's Wrath,Good,7.5,Action,N
Tales from Space: Mutant Blobs Attack,Amazing,9.0,Platformer,Y
Escape Plan,Great,8.0,"Puzzle, Action",N
Alan Wake's American Nightmare,Great,8.0,Action,N
Hot Shots Golf: World Invitational,Okay,6.5,Sports,N
UEFA Euro 2012,Okay,6.5,Sports,N
Prototype 2,Good,7.0,Action,N
StarDrone Extreme,Good,7.5,Action,N
Bloodforge,Bad,4.0,Action,N
Risen 2: Dark Waters,Okay,6.5,RPG,N
Lone Survivor,Great,8.5,Adventure,Y
Tribes: Ascend,Amazing,9.0,Action,Y
The Witcher 2: Assassins of Kings (Enhanced Edition),Amazing,9.0,RPG,Y
Disgaea 3: Absence of Detention,Great,8.5,"Strategy, RPG",Y
Trials Evolution,Amazing,9.0,Racing,Y
